date,areaCode,region,areaType,newCasesBySpecimenDate,cases_7d_avg
2020-12-21,E12000007,London,region,13495,10045.714285714286
2020-12-21,E12000008,South East,region,9038,6258.428571428572
2020-12-21,E12000006,East Of England,region,6813,4861.428571428572
2020-12-21,E12000009,South West,region,2005,1302.0
2020-12-21,E12000004,East Midlands,region,2423,1770.7142857142858
2020-12-21,E12000001,North East,region,1030,801.4285714285714
2020-12-21,E12000003,Yorkshire And The Humber,region,2022,1420.2857142857142
2020-12-21,E12000005,West Midlands,region,3046,2239.1428571428573
2020-12-21,E12000002,North West,region,3136,2173.0
2020-12-22,E12000009,South West,region,1844,1387.7142857142858
2020-12-22,E12000001,North East,region,1175,840.2857142857143
2020-12-22,E12000003,Yorkshire And The Humber,region,1910,1473.142857142857
2020-12-22,E12000008,South East,region,8532,6600.857142857143
2020-12-22,E12000005,West Midlands,region,2879,2322.0
2020-12-22,E12000006,East Of England,region,6464,5155.285714285715
2020-12-22,E12000004,East Midlands,region,2106,1819.0
2020-12-22,E12000007,London,region,13569,10702.142857142857
2020-12-22,E12000002,North West,region,2879,2274.714285714286
2020-12-23,E12000008,South East,region,7153,6746.428571428572
2020-12-23,E12000005,West Midlands,region,2797,2422.4285714285716
2020-12-23,E12000002,North West,region,2923,2397.5714285714284
2020-12-23,E12000006,East Of England,region,5975,5326.0
2020-12-23,E12000001,North East,region,1095,878.2857142857143
2020-12-23,E12000004,East Midlands,region,2043,1867.142857142857
2020-12-23,E12000007,London,region,12532,11040.285714285714
2020-12-23,E12000009,South West,region,1809,1451.7142857142858
2020-12-23,E12000003,Yorkshire And The Humber,region,1663,1532.142857142857
2020-12-24,E12000006,East Of England,region,4403,5285.285714285715
2020-12-24,E12000004,East Midlands,region,1454,1831.2857142857142
2020-12-24,E12000008,South East,region,5823,6718.428571428572
2020-12-24,E12000001,North East,region,799,897.2857142857143
2020-12-24,E12000002,North West,region,2345,2447.714285714286
2020-12-24,E12000009,South West,region,1147,1452.857142857143
2020-12-24,E12000007,London,region,9594,10937.0
2020-12-24,E12000003,Yorkshire And The Humber,region,1277,1543.4285714285713
2020-12-24,E12000005,West Midlands,region,2172,2422.1428571428573
2020-12-25,E12000004,East Midlands,region,709,1686.857142857143
2020-12-25,E12000002,North West,region,934,2274.285714285714
2020-12-25,E12000001,North East,region,317,829.5714285714286
2020-12-25,E12000009,South West,region,577,1353.4285714285713
2020-12-25,E12000003,Yorkshire And The Humber,region,602,1419.5714285714287
2020-12-25,E12000006,East Of England,region,1769,4794.285714285715
2020-12-25,E12000008,South East,region,2514,6171.285714285715
2020-12-25,E12000007,London,region,4413,9995.714285714286
2020-12-25,E12000005,West Midlands,region,1035,2267.5714285714284
2020-12-26,E12000002,North West,region,2722,2418.1428571428573
2020-12-26,E12000005,West Midlands,region,2660,2409.285714285714
2020-12-26,E12000006,East Of England,region,5846,5136.142857142857
2020-12-26,E12000004,East Midlands,region,1894,1762.7142857142858
2020-12-26,E12000001,North East,region,992,882.7142857142857
2020-12-26,E12000008,South East,region,7503,6667.714285714285
2020-12-26,E12000003,Yorkshire And The Humber,region,1687,1514.2857142857142
2020-12-26,E12000009,South West,region,1868,1507.2857142857142
2020-12-26,E12000007,London,region,12085,10680.857142857143
2020-12-27,E12000009,South West,region,2276,1646.5714285714287
2020-12-27,E12000004,East Midlands,region,2443,1867.4285714285713
2020-12-27,E12000007,London,region,13364,11293.142857142857
2020-12-27,E12000001,North East,region,1312,960.0
2020-12-27,E12000008,South East,region,8160,6960.428571428572
2020-12-27,E12000003,Yorkshire And The Humber,region,1993,1593.4285714285713
2020-12-27,E12000002,North West,region,3577,2645.1428571428573
2020-12-27,E12000006,East Of England,region,6664,5419.142857142857
2020-12-27,E12000005,West Midlands,region,3234,2546.1428571428573
2020-12-28,E12000009,South West,region,2483,1714.857142857143
2020-12-28,E12000008,South East,region,8069,6822.0
2020-12-28,E12000007,London,region,10880,10919.57142857143
2020-12-28,E12000003,Yorkshire And The Humber,region,2154,1612.2857142857142
2020-12-28,E12000005,West Midlands,region,3193,2567.1428571428573
2020-12-28,E12000006,East Of England,region,6066,5312.428571428572
2020-12-28,E12000002,North West,region,3685,2723.5714285714284
2020-12-28,E12000001,North East,region,1454,1020.5714285714286
2020-12-28,E12000004,East Midlands,region,2539,1884.0
2020-12-29,E12000001,North East,region,2487,1208.0
2020-12-29,E12000008,South East,region,14954,7739.428571428572
2020-12-29,E12000004,East Midlands,region,4052,2162.0
2020-12-29,E12000005,West Midlands,region,6234,3046.4285714285716
2020-12-29,E12000003,Yorkshire And The Humber,region,3283,1808.4285714285713
2020-12-29,E12000006,East Of England,region,11306,6004.142857142857
2020-12-29,E12000007,London,region,20265,11876.142857142857
2020-12-29,E12000002,North West,region,6789,3282.1428571428573
2020-12-29,E12000009,South West,region,4218,2054.0
2020-12-30,E12000005,West Midlands,region,6026,3507.714285714286
2020-12-30,E12000008,South East,region,12370,8484.714285714286
2020-12-30,E12000009,South West,region,3253,2260.285714285714
2020-12-30,E12000002,North West,region,6580,3804.5714285714284
2020-12-30,E12000004,East Midlands,region,3673,2394.8571428571427
2020-12-30,E12000006,East Of England,region,8896,6421.428571428572
2020-12-30,E12000003,Yorkshire And The Humber,region,3010,2000.857142857143
2020-12-30,E12000007,London,region,17658,12608.42857142857
2020-12-30,E12000001,North East,region,2323,1383.4285714285713
2020-12-31,E12000008,South East,region,8654,8889.142857142857
2020-12-31,E12000003,Yorkshire And The Humber,region,2212,2134.4285714285716
2020-12-31,E12000006,East Of England,region,6603,6735.714285714285
2020-12-31,E12000002,North West,region,5368,4236.428571428572
2020-12-31,E12000001,North East,region,1602,1498.142857142857
2020-12-31,E12000009,South West,region,2655,2475.714285714286
2020-12-31,E12000007,London,region,12667,13047.42857142857
2020-12-31,E12000005,West Midlands,region,4699,3868.714285714286
2020-12-31,E12000004,East Midlands,region,3017,2618.1428571428573
2021-01-01,E12000005,West Midlands,region,3074,4160.0
2021-01-01,E12000008,South East,region,5639,9335.57142857143
2021-01-01,E12000002,North West,region,2922,4520.428571428572
2021-01-01,E12000009,South West,region,1877,2661.4285714285716
2021-01-01,E12000003,Yorkshire And The Humber,region,1520,2265.5714285714284
2021-01-01,E12000004,East Midlands,region,1695,2759.0
2021-01-01,E12000007,London,region,6889,13401.142857142857
2021-01-01,E12000006,East Of England,region,4114,7070.714285714285
2021-01-01,E12000001,North East,region,971,1591.5714285714287
2021-01-02,E12000007,London,region,13941,13666.285714285714
2021-01-02,E12000004,East Midlands,region,3489,2986.8571428571427
2021-01-02,E12000003,Yorkshire And The Humber,region,2791,2423.285714285714
2021-01-02,E12000006,East Of England,region,7402,7293.0
2021-01-02,E12000009,South West,region,3106,2838.285714285714
2021-01-02,E12000002,North West,region,7078,5142.714285714285
2021-01-02,E12000001,North East,region,1812,1708.7142857142858
2021-01-02,E12000005,West Midlands,region,5790,4607.142857142857
2021-01-02,E12000008,South East,region,9747,9656.142857142857
2021-01-03,E12000009,South West,region,2870,2923.1428571428573
2021-01-03,E12000002,North West,region,6713,5590.714285714285
2021-01-03,E12000001,North East,region,1721,1767.142857142857
2021-01-03,E12000008,South East,region,8545,9711.142857142857
2021-01-03,E12000003,Yorkshire And The Humber,region,2498,2495.4285714285716
2021-01-03,E12000007,London,region,13396,13670.857142857143
2021-01-03,E12000004,East Midlands,region,3065,3075.714285714286
2021-01-03,E12000005,West Midlands,region,4984,4857.142857142857
2021-01-03,E12000006,East Of England,region,6618,7286.428571428572
2021-01-04,E12000002,North West,region,8450,6271.428571428572
2021-01-04,E12000004,East Midlands,region,4391,3340.285714285714
2021-01-04,E12000009,South West,region,4283,3180.285714285714
2021-01-04,E12000007,London,region,17652,14638.285714285714
2021-01-04,E12000006,East Of England,region,9547,7783.714285714285
2021-01-04,E12000001,North East,region,2337,1893.2857142857142
2021-01-04,E12000008,South East,region,12815,10389.142857142857
2021-01-04,E12000005,West Midlands,region,7369,5453.714285714285
2021-01-04,E12000003,Yorkshire And The Humber,region,3574,2698.285714285714
2021-01-05,E12000001,North East,region,1775,1791.5714285714287
2021-01-05,E12000007,London,region,14895,13871.142857142857
2021-01-05,E12000005,West Midlands,region,6069,5430.142857142857
2021-01-05,E12000006,East Of England,region,7372,7221.714285714285
2021-01-05,E12000003,Yorkshire And The Humber,region,2907,2644.5714285714284
2021-01-05,E12000009,South West,region,3987,3147.285714285714
2021-01-05,E12000002,North West,region,7991,6443.142857142857
2021-01-05,E12000004,East Midlands,region,3593,3274.714285714286
2021-01-05,E12000008,South East,region,10614,9769.142857142857
2021-01-06,E12000008,South East,region,8725,9248.42857142857
2021-01-06,E12000001,North East,region,1540,1679.7142857142858
2021-01-06,E12000005,West Midlands,region,5756,5391.571428571428
2021-01-06,E12000009,South West,region,3246,3146.285714285714
2021-01-06,E12000006,East Of England,region,6396,6864.571428571428
2021-01-06,E12000007,London,region,13885,13332.142857142857
2021-01-06,E12000002,North West,region,6824,6478.0
2021-01-06,E12000003,Yorkshire And The Humber,region,2652,2593.4285714285716
2021-01-06,E12000004,East Midlands,region,3284,3219.1428571428573
2021-01-07,E12000005,West Midlands,region,4938,5425.714285714285
2021-01-07,E12000007,London,region,12354,13287.42857142857
2021-01-07,E12000003,Yorkshire And The Humber,region,2506,2635.4285714285716
2021-01-07,E12000009,South West,region,2928,3185.285714285714
2021-01-07,E12000001,North East,region,1525,1668.7142857142858
2021-01-07,E12000008,South East,region,8120,9172.142857142857
2021-01-07,E12000006,East Of England,region,5924,6767.571428571428
2021-01-07,E12000002,North West,region,6344,6617.428571428572
2021-01-07,E12000004,East Midlands,region,3035,3221.714285714286
2021-01-08,E12000002,North West,region,5798,7028.285714285715
2021-01-08,E12000003,Yorkshire And The Humber,region,2156,2726.285714285714
2021-01-08,E12000008,South East,region,7507,9439.0
2021-01-08,E12000004,East Midlands,region,2873,3390.0
2021-01-08,E12000001,North East,region,1183,1699.0
2021-01-08,E12000009,South West,region,2759,3311.285714285714
2021-01-08,E12000005,West Midlands,region,4754,5665.714285714285
2021-01-08,E12000006,East Of England,region,5332,6941.571428571428
2021-01-08,E12000007,London,region,10770,13841.857142857143
2021-01-09,E12000005,West Midlands,region,4075,5420.714285714285
2021-01-09,E12000003,Yorkshire And The Humber,region,1891,2597.714285714286
2021-01-09,E12000001,North East,region,1031,1587.4285714285713
2021-01-09,E12000002,North West,region,5104,6746.285714285715
2021-01-09,E12000009,South West,region,2550,3231.8571428571427
2021-01-09,E12000006,East Of England,region,4147,6476.571428571428
2021-01-09,E12000004,East Midlands,region,2389,3232.8571428571427
2021-01-09,E12000007,London,region,8960,13130.285714285714
2021-01-09,E12000008,South East,region,6011,8905.285714285714
2021-01-10,E12000009,South West,region,2205,3136.8571428571427
2021-01-10,E12000007,London,region,7641,12308.142857142857
2021-01-10,E12000004,East Midlands,region,2224,3112.714285714286
2021-01-10,E12000005,West Midlands,region,3936,5271.0
2021-01-10,E12000006,East Of England,region,3816,6076.285714285715
2021-01-10,E12000001,North East,region,1091,1497.4285714285713
2021-01-10,E12000002,North West,region,5343,6550.571428571428
2021-01-10,E12000008,South East,region,5506,8471.142857142857
2021-01-10,E12000003,Yorkshire And The Humber,region,1798,2497.714285714286
2021-01-11,E12000004,East Midlands,region,3634,3004.5714285714284
2021-01-11,E12000008,South East,region,9101,7940.571428571428
2021-01-11,E12000009,South West,region,3782,3065.285714285714
2021-01-11,E12000002,North West,region,7690,6442.0
2021-01-11,E12000005,West Midlands,region,6061,5084.142857142857
2021-01-11,E12000007,London,region,11844,11478.42857142857
2021-01-11,E12000006,East Of England,region,6267,5607.714285714285
2021-01-11,E12000003,Yorkshire And The Humber,region,2932,2406.0
2021-01-11,E12000001,North East,region,1733,1411.142857142857
2021-01-12,E12000003,Yorkshire And The Humber,region,2590,2360.714285714286
2021-01-12,E12000009,South West,region,3153,2946.1428571428573
2021-01-12,E12000006,East Of England,region,5329,5315.857142857143
2021-01-12,E12000007,London,region,10081,10790.714285714286
2021-01-12,E12000004,East Midlands,region,3331,2967.1428571428573
2021-01-12,E12000002,North West,region,6580,6240.428571428572
2021-01-12,E12000005,West Midlands,region,5629,5021.285714285715
2021-01-12,E12000008,South East,region,7389,7479.857142857143
2021-01-12,E12000001,North East,region,1466,1367.0
2021-01-13,E12000004,East Midlands,region,2892,2911.1428571428573
2021-01-13,E12000005,West Midlands,region,5386,4968.428571428572
2021-01-13,E12000003,Yorkshire And The Humber,region,2310,2311.8571428571427
2021-01-13,E12000008,South East,region,6902,7219.428571428572
2021-01-13,E12000002,North West,region,5549,6058.285714285715
2021-01-13,E12000009,South West,region,2924,2900.1428571428573
2021-01-13,E12000006,East Of England,region,5023,5119.714285714285
2021-01-13,E12000001,North East,region,1437,1352.2857142857142
2021-01-13,E12000007,London,region,9508,10165.42857142857
2021-01-14,E12000007,London,region,9159,9709.0
2021-01-14,E12000009,South West,region,2839,2887.4285714285716
2021-01-14,E12000001,North East,region,1274,1316.4285714285713
2021-01-14,E12000005,West Midlands,region,5168,5001.285714285715
2021-01-14,E12000008,South East,region,6732,7021.142857142857
2021-01-14,E12000006,East Of England,region,4711,4946.428571428572
2021-01-14,E12000003,Yorkshire And The Humber,region,1236,2130.4285714285716
2021-01-14,E12000002,North West,region,5324,5912.571428571428
2021-01-14,E12000004,East Midlands,region,2866,2887.0
2021-01-15,E12000005,West Midlands,region,5058,5044.714285714285
2021-01-15,E12000006,East Of England,region,4566,4837.0
2021-01-15,E12000009,South West,region,2495,2849.714285714286
2021-01-15,E12000002,North West,region,4794,5769.142857142857
2021-01-15,E12000004,East Midlands,region,2800,2876.5714285714284
2021-01-15,E12000003,Yorkshire And The Humber,region,2014,2110.1428571428573
2021-01-15,E12000001,North East,region,1244,1325.142857142857
2021-01-15,E12000008,South East,region,6178,6831.285714285715
2021-01-15,E12000007,London,region,8397,9370.0
2021-01-16,E12000002,North West,region,4043,5617.571428571428
2021-01-16,E12000005,West Midlands,region,3684,4988.857142857143
2021-01-16,E12000003,Yorkshire And The Humber,region,1731,2087.285714285714
2021-01-16,E12000008,South East,region,4402,6601.428571428572
2021-01-16,E12000007,London,region,6311,8991.57142857143
2021-01-16,E12000001,North East,region,1042,1326.7142857142858
2021-01-16,E12000004,East Midlands,region,2114,2837.285714285714
2021-01-16,E12000006,East Of England,region,3065,4682.428571428572
2021-01-16,E12000009,South West,region,1788,2740.8571428571427
2021-01-17,E12000007,London,region,5523,8689.0
2021-01-17,E12000004,East Midlands,region,2147,2826.285714285714
2021-01-17,E12000008,South East,region,4121,6403.571428571428
2021-01-17,E12000002,North West,region,3897,5411.0
2021-01-17,E12000001,North East,region,976,1310.2857142857142
2021-01-17,E12000005,West Midlands,region,3729,4959.285714285715
2021-01-17,E12000006,East Of England,region,3092,4579.0
2021-01-17,E12000009,South West,region,1647,2661.1428571428573
2021-01-17,E12000003,Yorkshire And The Humber,region,1675,2069.714285714286
2021-01-18,E12000002,North West,region,5659,5120.857142857143
2021-01-18,E12000007,London,region,8516,8213.57142857143
2021-01-18,E12000009,South West,region,2939,2540.714285714286
2021-01-18,E12000005,West Midlands,region,5452,4872.285714285715
2021-01-18,E12000004,East Midlands,region,3332,2783.1428571428573
2021-01-18,E12000003,Yorkshire And The Humber,region,2594,2021.4285714285713
2021-01-18,E12000001,North East,region,1604,1291.857142857143
2021-01-18,E12000006,East Of England,region,4754,4362.857142857143
2021-01-18,E12000008,South East,region,6750,6067.714285714285
2021-01-19,E12000003,Yorkshire And The Humber,region,2334,1984.857142857143
2021-01-19,E12000007,London,region,7213,7803.857142857143
2021-01-19,E12000005,West Midlands,region,4901,4768.285714285715
2021-01-19,E12000008,South East,region,5756,5834.428571428572
2021-01-19,E12000004,East Midlands,region,3281,2776.0
2021-01-19,E12000001,North East,region,1291,1266.857142857143
2021-01-19,E12000009,South West,region,2538,2452.8571428571427
2021-01-19,E12000002,North West,region,5282,4935.428571428572
2021-01-19,E12000006,East Of England,region,4104,4187.857142857143
2021-01-20,E12000002,North West,region,4515,4787.714285714285
2021-01-20,E12000008,South East,region,4915,5550.571428571428
2021-01-20,E12000001,North East,region,1346,1253.857142857143
2021-01-20,E12000007,London,region,6377,7356.571428571428
2021-01-20,E12000006,East Of England,region,3754,4006.5714285714284
2021-01-20,E12000003,Yorkshire And The Humber,region,2164,1964.0
2021-01-20,E12000004,East Midlands,region,2768,2758.285714285714
2021-01-20,E12000009,South West,region,2135,2340.1428571428573
2021-01-20,E12000005,West Midlands,region,4441,4633.285714285715
2021-01-21,E12000001,North East,region,1139,1234.5714285714287
2021-01-21,E12000003,Yorkshire And The Humber,region,1874,2055.1428571428573
2021-01-21,E12000009,South West,region,2074,2230.8571428571427
2021-01-21,E12000006,East Of England,region,3397,3818.8571428571427
2021-01-21,E12000002,North West,region,3984,4596.285714285715
2021-01-21,E12000008,South East,region,4553,5239.285714285715
2021-01-21,E12000005,West Midlands,region,3749,4430.571428571428
2021-01-21,E12000004,East Midlands,region,2658,2728.5714285714284
2021-01-21,E12000007,London,region,5944,6897.285714285715
2021-01-22,E12000006,East Of England,region,3184,3621.4285714285716
2021-01-22,E12000009,South West,region,1759,2125.714285714286
2021-01-22,E12000004,East Midlands,region,2367,2666.714285714286
2021-01-22,E12000007,London,region,5740,6517.714285714285
2021-01-22,E12000003,Yorkshire And The Humber,region,1700,2010.2857142857142
2021-01-22,E12000001,North East,region,996,1199.142857142857
2021-01-22,E12000005,West Midlands,region,3733,4241.285714285715
2021-01-22,E12000002,North West,region,3791,4453.0
2021-01-22,E12000008,South East,region,4231,4961.142857142857
2021-01-23,E12000003,Yorkshire And The Humber,region,1377,1959.7142857142858
2021-01-23,E12000006,East Of England,region,2332,3516.714285714286
2021-01-23,E12000001,North East,region,755,1158.142857142857
2021-01-23,E12000005,West Midlands,region,2606,4087.285714285714
2021-01-23,E12000007,London,region,4259,6224.571428571428
2021-01-23,E12000002,North West,region,2738,4266.571428571428
2021-01-23,E12000009,South West,region,1236,2046.857142857143
2021-01-23,E12000004,East Midlands,region,1795,2621.1428571428573
2021-01-23,E12000008,South East,region,3202,4789.714285714285
2021-01-24,E12000003,Yorkshire And The Humber,region,1355,1914.0
2021-01-24,E12000009,South West,region,1013,1956.2857142857142
2021-01-24,E12000008,South East,region,2257,4523.428571428572
2021-01-24,E12000005,West Midlands,region,1375,3751.0
2021-01-24,E12000001,North East,region,741,1124.5714285714287
2021-01-24,E12000002,North West,region,2770,4105.571428571428
2021-01-24,E12000007,London,region,3199,5892.571428571428
2021-01-24,E12000004,East Midlands,region,1253,2493.4285714285716
2021-01-24,E12000006,East Of England,region,1827,3336.0
2021-01-25,E12000006,East Of England,region,3253,3121.5714285714284
2021-01-25,E12000007,London,region,5104,5405.142857142857
2021-01-25,E12000004,East Midlands,region,2123,2320.714285714286
2021-01-25,E12000001,North East,region,1207,1067.857142857143
2021-01-25,E12000002,North West,region,4055,3876.4285714285716
2021-01-25,E12000005,West Midlands,region,3356,3451.5714285714284
2021-01-25,E12000008,South East,region,4514,4204.0
2021-01-25,E12000003,Yorkshire And The Humber,region,2039,1834.7142857142858
2021-01-25,E12000009,South West,region,2101,1836.5714285714287
2021-01-26,E12000002,North West,region,3597,3635.714285714286
2021-01-26,E12000005,West Midlands,region,3592,3264.5714285714284
2021-01-26,E12000006,East Of England,region,2936,2954.714285714286
2021-01-26,E12000008,South East,region,3726,3914.0
2021-01-26,E12000009,South West,region,1614,1704.5714285714287
2021-01-26,E12000004,East Midlands,region,2371,2190.714285714286
2021-01-26,E12000001,North East,region,1098,1040.2857142857142
2021-01-26,E12000003,Yorkshire And The Humber,region,1796,1757.857142857143
2021-01-26,E12000007,London,region,4293,4988.0
2021-01-27,E12000009,South West,region,1667,1637.7142857142858
2021-01-27,E12000003,Yorkshire And The Humber,region,1857,1714.0
2021-01-27,E12000008,South East,region,3336,3688.4285714285716
2021-01-27,E12000001,North East,region,1004,991.4285714285714
2021-01-27,E12000006,East Of England,region,2594,2789.0
2021-01-27,E12000007,London,region,4314,4693.285714285715
2021-01-27,E12000004,East Midlands,region,2297,2123.4285714285716
2021-01-27,E12000005,West Midlands,region,3217,3089.714285714286
2021-01-27,E12000002,North West,region,3423,3479.714285714286
2021-01-28,E12000005,West Midlands,region,3196,3010.714285714286
2021-01-28,E12000001,North East,region,972,967.5714285714286
2021-01-28,E12000006,East Of England,region,2496,2660.285714285714
2021-01-28,E12000002,North West,region,3194,3366.8571428571427
2021-01-28,E12000007,London,region,3972,4411.571428571428
2021-01-28,E12000008,South East,region,3185,3493.0
2021-01-28,E12000009,South West,region,1453,1549.0
2021-01-28,E12000003,Yorkshire And The Humber,region,1633,1679.5714285714287
2021-01-28,E12000004,East Midlands,region,2244,2064.285714285714
2021-01-29,E12000009,South West,region,1464,1506.857142857143
2021-01-29,E12000003,Yorkshire And The Humber,region,1528,1655.0
2021-01-29,E12000007,London,region,3498,4091.285714285714
2021-01-29,E12000008,South East,region,2856,3296.5714285714284
2021-01-29,E12000005,West Midlands,region,2811,2879.0
2021-01-29,E12000002,North West,region,3010,3255.285714285714
2021-01-29,E12000006,East Of England,region,2193,2518.714285714286
2021-01-29,E12000001,North East,region,903,954.2857142857143
2021-01-29,E12000004,East Midlands,region,1922,2000.7142857142858
2021-01-30,E12000008,South East,region,2158,3147.4285714285716
2021-01-30,E12000005,West Midlands,region,2024,2795.8571428571427
2021-01-30,E12000007,London,region,2715,3870.714285714286
2021-01-30,E12000004,East Midlands,region,1514,1960.5714285714287
2021-01-30,E12000002,North West,region,2307,3193.714285714286
2021-01-30,E12000006,East Of England,region,1649,2421.1428571428573
2021-01-30,E12000003,Yorkshire And The Humber,region,1287,1642.142857142857
2021-01-30,E12000001,North East,region,781,958.0
2021-01-30,E12000009,South West,region,974,1469.4285714285713
2021-01-31,E12000006,East Of England,region,1544,2380.714285714286
2021-01-31,E12000005,West Midlands,region,1924,2874.285714285714
2021-01-31,E12000007,London,region,2288,3740.5714285714284
2021-01-31,E12000008,South East,region,1716,3070.1428571428573
2021-01-31,E12000009,South West,region,861,1447.7142857142858
2021-01-31,E12000002,North West,region,2255,3120.1428571428573
2021-01-31,E12000003,Yorkshire And The Humber,region,1286,1632.2857142857142
2021-01-31,E12000001,North East,region,762,961.0
2021-01-31,E12000004,East Midlands,region,1412,1983.2857142857142
2021-02-01,E12000009,South West,region,1322,1336.4285714285713
2021-02-01,E12000006,East Of England,region,2211,2231.8571428571427
2021-02-01,E12000005,West Midlands,region,2795,2794.1428571428573
2021-02-01,E12000001,North East,region,1034,936.2857142857143
2021-02-01,E12000004,East Midlands,region,2123,1983.2857142857142
2021-02-01,E12000003,Yorkshire And The Humber,region,1764,1593.0
2021-02-01,E12000002,North West,region,3121,2986.714285714286
2021-02-01,E12000007,London,region,3376,3493.714285714286
2021-02-01,E12000008,South East,region,2861,2834.0
2021-02-02,E12000008,South East,region,2548,2665.714285714286
2021-02-02,E12000004,East Midlands,region,1897,1915.5714285714287
2021-02-02,E12000003,Yorkshire And The Humber,region,1059,1487.7142857142858
2021-02-02,E12000009,South West,region,1222,1280.4285714285713
2021-02-02,E12000006,East Of England,region,2019,2100.8571428571427
2021-02-02,E12000001,North East,region,884,905.7142857142857
2021-02-02,E12000002,North West,region,2892,2886.0
2021-02-02,E12000007,London,region,3020,3311.8571428571427
2021-02-02,E12000005,West Midlands,region,2510,2639.5714285714284
2021-02-03,E12000001,North East,region,891,889.5714285714286
2021-02-03,E12000009,South West,region,1161,1208.142857142857
2021-02-03,E12000004,East Midlands,region,1814,1846.5714285714287
2021-02-03,E12000008,South East,region,2376,2528.5714285714284
2021-02-03,E12000003,Yorkshire And The Humber,region,1807,1480.5714285714287
2021-02-03,E12000002,North West,region,2733,2787.4285714285716
2021-02-03,E12000007,London,region,2779,3092.5714285714284
2021-02-03,E12000006,East Of England,region,1860,1996.0
2021-02-03,E12000005,West Midlands,region,2394,2522.0
2021-02-04,E12000005,West Midlands,region,2290,2392.5714285714284
2021-02-04,E12000002,North West,region,2696,2716.285714285714
2021-02-04,E12000006,East Of England,region,1662,1876.857142857143
2021-02-04,E12000003,Yorkshire And The Humber,region,1603,1476.2857142857142
2021-02-04,E12000001,North East,region,851,872.2857142857143
2021-02-04,E12000004,East Midlands,region,1727,1772.7142857142858
2021-02-04,E12000008,South East,region,2159,2382.0
2021-02-04,E12000009,South West,region,1056,1151.4285714285713
2021-02-04,E12000007,London,region,2538,2887.714285714286
2021-02-05,E12000003,Yorkshire And The Humber,region,1419,1460.7142857142858
2021-02-05,E12000008,South East,region,1854,2238.8571428571427
2021-02-05,E12000001,North East,region,706,844.1428571428571
2021-02-05,E12000004,East Midlands,region,1489,1710.857142857143
2021-02-05,E12000007,London,region,2186,2700.285714285714
2021-02-05,E12000006,East Of England,region,1508,1779.0
2021-02-05,E12000002,North West,region,2193,2599.5714285714284
2021-02-05,E12000009,South West,region,970,1080.857142857143
2021-02-05,E12000005,West Midlands,region,1995,2276.0
2021-02-06,E12000007,London,region,1591,2539.714285714286
2021-02-06,E12000006,East Of England,region,1091,1699.2857142857142
2021-02-06,E12000002,North West,region,1831,2531.5714285714284
2021-02-06,E12000008,South East,region,1236,2107.1428571428573
2021-02-06,E12000005,West Midlands,region,1583,2213.0
2021-02-06,E12000003,Yorkshire And The Humber,region,1150,1441.142857142857
2021-02-06,E12000009,South West,region,649,1034.4285714285713
2021-02-06,E12000001,North East,region,594,817.4285714285714
2021-02-06,E12000004,East Midlands,region,1163,1660.7142857142858
2021-02-07,E12000004,East Midlands,region,1137,1621.4285714285713
2021-02-07,E12000009,South West,region,729,1015.5714285714286
2021-02-07,E12000003,Yorkshire And The Humber,region,1174,1425.142857142857
2021-02-07,E12000002,North West,region,1767,2461.8571428571427
2021-02-07,E12000006,East Of England,region,972,1617.5714285714287
2021-02-07,E12000008,South East,region,1238,2038.857142857143
2021-02-07,E12000001,North East,region,603,794.7142857142857
2021-02-07,E12000007,London,region,1383,2410.4285714285716
2021-02-07,E12000005,West Midlands,region,1401,2138.285714285714
2021-02-08,E12000009,South West,region,1031,974.0
2021-02-08,E12000002,North West,region,2459,2367.285714285714
2021-02-08,E12000005,West Midlands,region,2050,2031.857142857143
2021-02-08,E12000001,North East,region,783,758.8571428571429
2021-02-08,E12000003,Yorkshire And The Humber,region,1430,1377.4285714285713
2021-02-08,E12000008,South East,region,1691,1871.7142857142858
2021-02-08,E12000006,East Of England,region,1269,1483.0
2021-02-08,E12000007,London,region,1860,2193.8571428571427
2021-02-08,E12000004,East Midlands,region,1709,1562.2857142857142
2021-02-09,E12000008,South East,region,1515,1724.142857142857
2021-02-09,E12000006,East Of England,region,1193,1365.0
2021-02-09,E12000002,North West,region,2157,2262.285714285714
2021-02-09,E12000001,North East,region,704,733.1428571428571
2021-02-09,E12000009,South West,region,777,910.4285714285714
2021-02-09,E12000003,Yorkshire And The Humber,region,1371,1422.0
2021-02-09,E12000004,East Midlands,region,1414,1493.2857142857142
2021-02-09,E12000007,London,region,1704,2005.857142857143
2021-02-09,E12000005,West Midlands,region,1757,1924.2857142857142
2021-02-10,E12000008,South East,region,1435,1589.7142857142858
2021-02-10,E12000003,Yorkshire And The Humber,region,1296,1349.0
2021-02-10,E12000004,East Midlands,region,1337,1425.142857142857
2021-02-10,E12000007,London,region,1575,1833.857142857143
2021-02-10,E12000006,East Of England,region,1284,1282.7142857142858
2021-02-10,E12000009,South West,region,870,868.8571428571429
2021-02-10,E12000002,North West,region,1947,2150.0
2021-02-10,E12000005,West Midlands,region,1708,1826.2857142857142
2021-02-10,E12000001,North East,region,715,708.0
